session_id,journey_sequence,session_length,event_1,event_2,event_3,event_4,event_5,event_6
17531,"summary, summary, summary, bbs, bbs, bbs, bbs, bbs, summary, summary, summary, bbs",15,summary,summary,summary,bbs,bbs,bbs
17532,"weather, weather, weather",3,weather,weather,weather,,,
17533,"frontpage, tech, tech",3,frontpage,tech,tech,,,
17534,"local, local, local, local, local, local, local, weather",8,local,local,local,local,local,local
17535,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
17536,"tech, sports, bbs, bbs",4,tech,sports,bbs,bbs,,
17537,"local, local, local, local",4,local,local,local,local,,
17538,"sports, local, local, local",4,sports,local,local,local,,
17539,"local, local, local, local",4,local,local,local,local,,
17540,"on-air, on-air, on-air, on-air, on-air, on-air, frontpage",7,on-air,on-air,on-air,on-air,on-air,on-air
17541,"weather, weather, tech, local, local",5,weather,weather,tech,local,local,
17542,"on-air, tech, tech, tech, tech, tech, tech",7,on-air,tech,tech,tech,tech,tech
17543,"local, local, local, local",4,local,local,local,local,,
17544,"summary, summary, summary, misc, summary, summary, summary, local, misc, local, local, news",12,summary,summary,summary,misc,summary,summary
17545,"on-air, on-air, on-air, misc, misc, misc, misc, on-air",8,on-air,on-air,on-air,misc,misc,misc
17546,"tech, bbs, bbs",3,tech,bbs,bbs,,,
17547,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17548,"weather, weather, weather, weather, weather, weather, local, local, local, local, local, local",39,weather,weather,weather,weather,weather,weather
17549,"bbs, bbs, bbs, bbs, bbs",5,bbs,bbs,bbs,bbs,bbs,
17550,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
17551,"summary, summary",2,summary,summary,,,,
17552,"health, health",2,health,health,,,,
17553,"living, living",2,living,living,,,,
17554,"local, sports",2,local,sports,,,,
17555,"weather, business, business, business, business, health",6,weather,business,business,business,business,health
17556,"frontpage, msn-sports, frontpage, msn-sports",4,frontpage,msn-sports,frontpage,msn-sports,,
17557,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17558,"frontpage, news, news, tech, tech",5,frontpage,news,news,tech,tech,
17559,"business, business",2,business,business,,,,
17560,"health, health",2,health,health,,,,
17561,"weather, weather",2,weather,weather,,,,
17562,"frontpage, frontpage",2,frontpage,frontpage,,,,
17563,"tech, tech, tech",3,tech,tech,tech,,,
17564,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",6,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
17565,"summary, summary, summary, summary, on-air",5,summary,summary,summary,summary,on-air,
17566,"bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, misc, misc, misc, misc",43,bbs,bbs,bbs,bbs,bbs,bbs
17567,"frontpage, news, misc, frontpage, frontpage, misc, misc, frontpage, bbs, bbs, bbs, bbs",26,frontpage,news,misc,frontpage,frontpage,misc
17568,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17569,"news, news, news, news, news, news",6,news,news,news,news,news,news
17570,"frontpage, business, frontpage, frontpage, news, frontpage",6,frontpage,business,frontpage,frontpage,news,frontpage
17571,"health, frontpage, tech, frontpage, tech, tech",6,health,frontpage,tech,frontpage,tech,tech
17572,"tech, tech, tech, tech, tech",5,tech,tech,tech,tech,tech,
17573,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
17574,"summary, summary, summary, summary, summary, summary",6,summary,summary,summary,summary,summary,summary
17575,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
17576,"frontpage, living, frontpage",3,frontpage,living,frontpage,,,
17577,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17578,"on-air, travel, on-air",3,on-air,travel,on-air,,,
17579,"summary, summary",2,summary,summary,,,,
17580,"weather, weather, weather, news, misc, misc, misc, misc",8,weather,weather,weather,news,misc,misc
17581,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",12,weather,weather,weather,weather,weather,weather
17582,"summary, summary, bbs, health",4,summary,summary,bbs,health,,
17583,"sports, sports, sports, frontpage, frontpage",5,sports,sports,sports,frontpage,frontpage,
17584,"news, frontpage, frontpage, frontpage, frontpage",5,news,frontpage,frontpage,frontpage,frontpage,
17585,"on-air, health, tech",3,on-air,health,tech,,,
17586,"bbs, bbs",2,bbs,bbs,,,,
17587,"frontpage, misc, misc, frontpage, frontpage, misc, misc, misc, misc, misc, misc, frontpage",23,frontpage,misc,misc,frontpage,frontpage,misc
17588,"health, frontpage, frontpage, news, news, local, news",7,health,frontpage,frontpage,news,news,local
17589,"frontpage, sports",2,frontpage,sports,,,,
17590,"local, health",2,local,health,,,,
17591,"frontpage, local, news",3,frontpage,local,news,,,
17592,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",11,weather,weather,weather,weather,weather,weather
17593,"health, weather",2,health,weather,,,,
17594,"frontpage, tech",2,frontpage,tech,,,,
17595,"opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",23,opinion,opinion,opinion,opinion,opinion,opinion
17596,"frontpage, msn-sports, tech, living, frontpage, sports, frontpage, tech, sports, news, news, news",16,frontpage,msn-sports,tech,living,frontpage,sports
17597,"health, opinion, opinion",3,health,opinion,opinion,,,
17598,"health, living, health, health, health, health, health, health, sports, sports, opinion, opinion",17,health,living,health,health,health,health
17599,"frontpage, business, on-air, on-air, on-air, frontpage, news, news, frontpage, travel, travel, travel",15,frontpage,business,on-air,on-air,on-air,frontpage
17600,"frontpage, business, frontpage, msn-sports, frontpage",5,frontpage,business,frontpage,msn-sports,frontpage,
17601,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17602,"frontpage, frontpage",2,frontpage,frontpage,,,,
17603,"frontpage, local, frontpage, local, frontpage, local, news, news, local",9,frontpage,local,frontpage,local,frontpage,local
17604,"frontpage, business, business, frontpage, frontpage, news, frontpage, on-air, on-air",9,frontpage,business,business,frontpage,frontpage,news
17605,"travel, travel, travel, travel, travel, sports, travel, travel, travel, travel, travel",11,travel,travel,travel,travel,travel,sports
17606,"business, business",2,business,business,,,,
17607,"frontpage, frontpage",2,frontpage,frontpage,,,,
17608,"frontpage, frontpage",2,frontpage,frontpage,,,,
17609,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17610,"frontpage, frontpage, sports, frontpage, living, frontpage, frontpage, frontpage",8,frontpage,frontpage,sports,frontpage,living,frontpage
17611,"frontpage, frontpage, local, local",4,frontpage,frontpage,local,local,,
17612,"bbs, frontpage, tech, tech, frontpage, frontpage, bbs, bbs, bbs, bbs",10,bbs,frontpage,tech,tech,frontpage,frontpage
17613,"frontpage, frontpage, on-air, frontpage",4,frontpage,frontpage,on-air,frontpage,,
17614,"frontpage, business, business, frontpage, news, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",11,frontpage,business,business,frontpage,news,frontpage
17615,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17616,"frontpage, frontpage, frontpage, news, news, news",6,frontpage,frontpage,frontpage,news,news,news
17617,"on-air, on-air, misc, misc, misc, on-air, misc, on-air, on-air, on-air, on-air, on-air",13,on-air,on-air,misc,misc,misc,on-air
17618,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17619,"local, local",2,local,local,,,,
17620,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
17621,"frontpage, tech, tech, tech, tech",5,frontpage,tech,tech,tech,tech,
17622,"bbs, bbs, bbs, bbs, bbs",5,bbs,bbs,bbs,bbs,bbs,
17623,"travel, bbs, travel",3,travel,bbs,travel,,,
17624,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17625,"frontpage, frontpage, business, business, business, frontpage, frontpage",7,frontpage,frontpage,business,business,business,frontpage
17626,"frontpage, business, news, news, news, news, living, tech, tech, tech, tech",11,frontpage,business,news,news,news,news
17627,"travel, news, travel, travel",4,travel,news,travel,travel,,
17628,"frontpage, frontpage",2,frontpage,frontpage,,,,
17629,"frontpage, misc, local, local, local, local, local, living, living, living, misc, misc",15,frontpage,misc,local,local,local,local
17630,"travel, travel",2,travel,travel,,,,
17631,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",10,sports,sports,sports,sports,sports,sports
17632,"frontpage, frontpage",2,frontpage,frontpage,,,,
17633,"frontpage, tech, frontpage, frontpage, frontpage, news, frontpage, frontpage, sports, sports, frontpage, frontpage",23,frontpage,tech,frontpage,frontpage,frontpage,news
17634,"frontpage, frontpage",2,frontpage,frontpage,,,,
17635,"frontpage, frontpage, local, frontpage, local, frontpage",6,frontpage,frontpage,local,frontpage,local,frontpage
17636,"frontpage, frontpage",2,frontpage,frontpage,,,,
17637,"frontpage, frontpage, sports, frontpage, frontpage, sports, frontpage, frontpage, sports",9,frontpage,frontpage,sports,frontpage,frontpage,sports
17638,"local, local, local, local, local, frontpage, news, frontpage, news, frontpage, news, frontpage",32,local,local,local,local,local,frontpage
17639,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17640,"news, local",2,news,local,,,,
17641,"frontpage, living, living, frontpage, living, news, frontpage, on-air",8,frontpage,living,living,frontpage,living,news
17642,"frontpage, weather, misc, misc, misc, misc, misc, misc, misc, misc, misc, misc",29,frontpage,weather,misc,misc,misc,misc
17643,"frontpage, local, misc, local, local, local",6,frontpage,local,misc,local,local,local
17644,"frontpage, tech, tech, tech, tech, tech, tech",7,frontpage,tech,tech,tech,tech,tech
17645,"frontpage, news, frontpage, news, news, news",6,frontpage,news,frontpage,news,news,news
17646,"frontpage, news, news, business, business, news",6,frontpage,news,news,business,business,news
17647,"frontpage, living",2,frontpage,living,,,,
17648,"news, news, news, news, weather, weather, weather, weather, news",9,news,news,news,news,weather,weather
17649,"frontpage, frontpage, tech, tech, frontpage, tech, tech, tech, tech, tech, bbs, tech",26,frontpage,frontpage,tech,tech,frontpage,tech
17650,"frontpage, news, frontpage, business, frontpage",5,frontpage,news,frontpage,business,frontpage,
17651,"frontpage, business, frontpage, local, frontpage, bbs, bbs, bbs, frontpage, bbs, frontpage, bbs",13,frontpage,business,frontpage,local,frontpage,bbs
17652,"local, local, local, local, local, local, local",7,local,local,local,local,local,local
17653,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17654,"news, travel, on-air, travel, news, travel, weather, weather, weather, weather, weather, business",13,news,travel,on-air,travel,news,travel
17655,"frontpage, frontpage, tech, tech, tech, tech",6,frontpage,frontpage,tech,tech,tech,tech
17656,"frontpage, bbs, bbs, frontpage, frontpage, bbs",6,frontpage,bbs,bbs,frontpage,frontpage,bbs
17657,"frontpage, frontpage, news",3,frontpage,frontpage,news,,,
17658,"frontpage, news, news, frontpage",4,frontpage,news,news,frontpage,,
17659,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
17660,"frontpage, travel, news, business, travel",5,frontpage,travel,news,business,travel,
17661,"frontpage, local, frontpage",3,frontpage,local,frontpage,,,
17662,"frontpage, sports, misc, local, local, local, local, weather, weather, frontpage, news, frontpage",15,frontpage,sports,misc,local,local,local
17663,"tech, business, frontpage, frontpage",4,tech,business,frontpage,frontpage,,
17664,"news, living, news",3,news,living,news,,,
17665,"frontpage, local",2,frontpage,local,,,,
17666,"frontpage, business, frontpage, frontpage, sports, sports, frontpage",7,frontpage,business,frontpage,frontpage,sports,sports
17667,"sports, frontpage, weather",3,sports,frontpage,weather,,,
17668,"frontpage, frontpage, living, frontpage, misc, on-air, on-air, on-air, on-air, on-air, on-air, frontpage",12,frontpage,frontpage,living,frontpage,misc,on-air
17669,"frontpage, frontpage, weather, weather, weather, weather, weather, weather, weather",9,frontpage,frontpage,weather,weather,weather,weather
17670,"news, news, local, news, news",5,news,news,local,news,news,
17671,"frontpage, living, living",3,frontpage,living,living,,,
17672,"frontpage, frontpage",2,frontpage,frontpage,,,,
17673,"sports, frontpage",2,sports,frontpage,,,,
17674,"frontpage, frontpage, on-air, business, business, business, business",7,frontpage,frontpage,on-air,business,business,business
17675,"frontpage, frontpage",2,frontpage,frontpage,,,,
17676,"frontpage, sports, sports",3,frontpage,sports,sports,,,
17677,"frontpage, business, business, business, business, frontpage",6,frontpage,business,business,business,business,frontpage
17678,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
17679,"frontpage, local, local, local, local, local, local, local, local, local, local, local",24,frontpage,local,local,local,local,local
17680,"frontpage, news",2,frontpage,news,,,,
17681,"frontpage, bbs, frontpage, frontpage, frontpage, frontpage, frontpage, on-air",8,frontpage,bbs,frontpage,frontpage,frontpage,frontpage
17682,"frontpage, business, news",3,frontpage,business,news,,,
17683,"frontpage, frontpage, frontpage, frontpage, frontpage, local",6,frontpage,frontpage,frontpage,frontpage,frontpage,local
17684,"frontpage, frontpage, frontpage, frontpage, living, frontpage",6,frontpage,frontpage,frontpage,frontpage,living,frontpage
17685,"news, news, news, news, news, news, news",7,news,news,news,news,news,news
17686,"on-air, on-air",2,on-air,on-air,,,,
17687,"travel, local, travel, travel, news, travel, business, business, msn-sports, business, weather, weather",14,travel,local,travel,travel,news,travel
17688,"frontpage, business",2,frontpage,business,,,,
17689,"on-air, msn-news, msn-news, living, msn-news, living, living, on-air, on-air",9,on-air,msn-news,msn-news,living,msn-news,living
17690,"frontpage, frontpage, frontpage, frontpage, local, frontpage, living, frontpage, sports, sports, sports, opinion",13,frontpage,frontpage,frontpage,frontpage,local,frontpage
17691,"frontpage, news, news, news, news, frontpage, bbs, frontpage",8,frontpage,news,news,news,news,frontpage
17692,"travel, bbs, travel, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, travel",17,travel,bbs,travel,bbs,bbs,bbs
17693,"frontpage, sports, sports, frontpage, business, frontpage, tech, frontpage, frontpage, sports, weather, weather",12,frontpage,sports,sports,frontpage,business,frontpage
17694,"frontpage, local, business, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",10,frontpage,local,business,frontpage,frontpage,frontpage
17695,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
17696,"local, local, frontpage, frontpage, on-air",5,local,local,frontpage,frontpage,on-air,
17697,"frontpage, frontpage, frontpage, business, frontpage, frontpage, frontpage",7,frontpage,frontpage,frontpage,business,frontpage,frontpage
17698,"frontpage, frontpage, frontpage, frontpage, frontpage, news, news, frontpage, bbs, bbs, bbs, bbs",18,frontpage,frontpage,frontpage,frontpage,frontpage,news
17699,"frontpage, news, frontpage, news, news",5,frontpage,news,frontpage,news,news,
17700,"frontpage, frontpage, news, frontpage, frontpage, frontpage, frontpage, news, frontpage, frontpage, frontpage, frontpage",18,frontpage,frontpage,news,frontpage,frontpage,frontpage
17701,"travel, news, opinion, opinion",4,travel,news,opinion,opinion,,
17702,"frontpage, bbs, bbs, bbs, frontpage, frontpage, sports, sports, sports, sports, sports, sports",14,frontpage,bbs,bbs,bbs,frontpage,frontpage
17703,"travel, travel, travel, travel",4,travel,travel,travel,travel,,
17704,"frontpage, news, frontpage, bbs, bbs, bbs, bbs",7,frontpage,news,frontpage,bbs,bbs,bbs
17705,"news, weather, weather, weather, weather",5,news,weather,weather,weather,weather,
17706,"frontpage, frontpage",2,frontpage,frontpage,,,,
17707,"frontpage, frontpage, news",3,frontpage,frontpage,news,,,
17708,"frontpage, msn-sports, frontpage, frontpage, frontpage, living, living, frontpage, sports, frontpage",10,frontpage,msn-sports,frontpage,frontpage,frontpage,living
17709,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17710,"tech, opinion, opinion",3,tech,opinion,opinion,,,
17711,"on-air, on-air",2,on-air,on-air,,,,
17712,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
17713,"summary, summary",2,summary,summary,,,,
17714,"on-air, misc, misc",3,on-air,misc,misc,,,
17715,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
17716,"health, health",2,health,health,,,,
17717,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17718,"frontpage, tech, tech, tech, tech, tech, tech, tech, tech, tech, frontpage, tech",17,frontpage,tech,tech,tech,tech,tech
17719,"frontpage, sports",2,frontpage,sports,,,,
17720,"frontpage, misc, misc, frontpage, sports",5,frontpage,misc,misc,frontpage,sports,
17721,"summary, summary",2,summary,summary,,,,
17722,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17723,"health, news, news, opinion, on-air, opinion, opinion, opinion, opinion",9,health,news,news,opinion,on-air,opinion
17724,"travel, opinion, travel, opinion, travel",5,travel,opinion,travel,opinion,travel,
17725,"health, opinion, opinion",3,health,opinion,opinion,,,
17726,"frontpage, frontpage",2,frontpage,frontpage,,,,
17727,"health, business, health, health, on-air, weather, weather, living, living, health, health",11,health,business,health,health,on-air,weather
17728,"frontpage, sports, news",3,frontpage,sports,news,,,
17729,"local, travel",2,local,travel,,,,
17730,"summary, misc, summary, summary",4,summary,misc,summary,summary,,
17731,"local, weather",2,local,weather,,,,
17732,"frontpage, frontpage, business, frontpage, misc, local, frontpage, frontpage, frontpage, frontpage, frontpage, weather",28,frontpage,frontpage,business,frontpage,misc,local
17733,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17734,"on-air, misc, misc, on-air",4,on-air,misc,misc,on-air,,
17735,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",14,weather,weather,weather,weather,weather,weather
17736,"frontpage, sports, frontpage, frontpage, sports, frontpage, sports, sports, news, news, news, news",47,frontpage,sports,frontpage,frontpage,sports,frontpage
17737,"frontpage, news, news, misc, frontpage, news, misc, frontpage, misc, frontpage, frontpage, frontpage",12,frontpage,news,news,misc,frontpage,news
17738,"frontpage, frontpage, weather, frontpage, weather, frontpage",6,frontpage,frontpage,weather,frontpage,weather,frontpage
17739,"health, health, health, misc, local, misc, local, health, health, misc, local",11,health,health,health,misc,local,misc
17740,"misc, local, misc, local, local, local",6,misc,local,misc,local,local,local
17741,"summary, summary, summary, summary, summary, summary, summary, summary, summary, summary, summary, bbs",36,summary,summary,summary,summary,summary,summary
17742,"sports, sports, sports",3,sports,sports,sports,,,
17743,"living, living, living, living, living, living, living, living, on-air",9,living,living,living,living,living,living
17744,"health, health, health, health, health, local, local, local, local, local, local, health",12,health,health,health,health,health,local
17745,"frontpage, frontpage",2,frontpage,frontpage,,,,
17746,"local, misc, local, local, local, news, news",7,local,misc,local,local,local,news
17747,"tech, summary",2,tech,summary,,,,
17748,"news, frontpage, frontpage, sports, frontpage, frontpage",6,news,frontpage,frontpage,sports,frontpage,frontpage
17749,"on-air, frontpage, frontpage, frontpage, frontpage, travel, frontpage, on-air, frontpage, frontpage",10,on-air,frontpage,frontpage,frontpage,frontpage,travel
17750,"news, tech",2,news,tech,,,,
17751,"news, news",2,news,news,,,,
17752,"opinion, opinion, opinion",3,opinion,opinion,opinion,,,
17753,"on-air, on-air, on-air, on-air, on-air, on-air, on-air, on-air",8,on-air,on-air,on-air,on-air,on-air,on-air
17754,"news, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",11,news,bbs,bbs,bbs,bbs,bbs
17755,"local, summary",2,local,summary,,,,
17756,"news, news, news, news, local, local, local, local, local, local",10,news,news,news,news,local,local
17757,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
17758,"summary, summary, weather, weather, weather, weather, weather, weather, weather, weather",10,summary,summary,weather,weather,weather,weather
17759,"bbs, bbs",2,bbs,bbs,,,,
17760,"frontpage, bbs, bbs, bbs, bbs",5,frontpage,bbs,bbs,bbs,bbs,
17761,"tech, misc, local",3,tech,misc,local,,,
17762,"local, tech",2,local,tech,,,,
17763,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17764,"sports, sports, sports",3,sports,sports,sports,,,
17765,"summary, summary",2,summary,summary,,,,
17766,"frontpage, frontpage, frontpage, bbs, bbs",5,frontpage,frontpage,frontpage,bbs,bbs,
17767,"frontpage, on-air, on-air, on-air",4,frontpage,on-air,on-air,on-air,,
17768,"bbs, bbs, local, local, summary, summary, bbs",7,bbs,bbs,local,local,summary,summary
17769,"sports, health, summary, summary",4,sports,health,summary,summary,,
17770,"bbs, bbs",2,bbs,bbs,,,,
17771,"tech, bbs, bbs",3,tech,bbs,bbs,,,
17772,"health, health",2,health,health,,,,
17773,"tech, local, on-air",3,tech,local,on-air,,,
17774,"frontpage, tech",2,frontpage,tech,,,,
17775,"local, local, local, local",4,local,local,local,local,,
17776,"local, misc",2,local,misc,,,,
17777,"bbs, bbs",2,bbs,bbs,,,,
17778,"local, health, health, health, local",5,local,health,health,health,local,
17779,"on-air, tech",2,on-air,tech,,,,
17780,"frontpage, tech, misc, misc, misc, misc, news, news",8,frontpage,tech,misc,misc,misc,misc
17781,"frontpage, frontpage, news, misc, frontpage, news, news, frontpage, business, frontpage",10,frontpage,frontpage,news,misc,frontpage,news
17782,"frontpage, sports, frontpage, frontpage, news, frontpage, bbs, frontpage, bbs, frontpage, bbs, bbs",37,frontpage,sports,frontpage,frontpage,news,frontpage
17783,"news, news, news, news, news, news, sports, sports, sports, sports, news, news",13,news,news,news,news,news,news
17784,"local, local",2,local,local,,,,
17785,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
17786,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
17787,"tech, news, news",3,tech,news,news,,,
17788,"living, frontpage, frontpage",3,living,frontpage,frontpage,,,
17789,"sports, sports, sports, sports, sports, sports, sports, sports",8,sports,sports,sports,sports,sports,sports
17790,"weather, weather",2,weather,weather,,,,
17791,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17792,"sports, sports",2,sports,sports,,,,
17793,"on-air, sports, health, sports, sports, health, local",7,on-air,sports,health,sports,sports,health
17794,"frontpage, frontpage, frontpage, sports, frontpage",5,frontpage,frontpage,frontpage,sports,frontpage,
17795,"news, tech",2,news,tech,,,,
17796,"health, health, health, summary",4,health,health,health,summary,,
17797,"on-air, on-air",2,on-air,on-air,,,,
17798,"on-air, on-air",2,on-air,on-air,,,,
17799,"local, local",2,local,local,,,,
17800,"frontpage, local",2,frontpage,local,,,,
17801,"frontpage, frontpage, sports, frontpage",4,frontpage,frontpage,sports,frontpage,,
17802,"business, business",2,business,business,,,,
17803,"on-air, misc, misc, misc, on-air, on-air",6,on-air,misc,misc,misc,on-air,on-air
17804,"sports, sports, sports",3,sports,sports,sports,,,
17805,"on-air, travel, tech",3,on-air,travel,tech,,,
17806,"frontpage, frontpage, frontpage, bbs, frontpage, bbs, bbs, bbs, bbs, bbs",10,frontpage,frontpage,frontpage,bbs,frontpage,bbs
17807,"health, on-air, health, summary, summary, summary",6,health,on-air,health,summary,summary,summary
17808,"local, local, local, local, local, local, local, local, local, local, local, local",18,local,local,local,local,local,local
17809,"bbs, bbs, bbs, bbs",4,bbs,bbs,bbs,bbs,,
17810,"frontpage, tech",2,frontpage,tech,,,,
17811,"frontpage, business, frontpage",3,frontpage,business,frontpage,,,
17812,"frontpage, frontpage",2,frontpage,frontpage,,,,
17813,"on-air, bbs, bbs",3,on-air,bbs,bbs,,,
17814,"health, health, health, local, local, local, on-air",7,health,health,health,local,local,local
17815,"local, summary",2,local,summary,,,,
17816,"frontpage, frontpage",2,frontpage,frontpage,,,,
17817,"frontpage, frontpage, local, frontpage, frontpage, misc, misc, misc, frontpage",9,frontpage,frontpage,local,frontpage,frontpage,misc
17818,"frontpage, frontpage, business, business, business, business, business, frontpage, on-air, on-air, frontpage, on-air",23,frontpage,frontpage,business,business,business,business
17819,"health, health, health",3,health,health,health,,,
17820,"health, health, health",3,health,health,health,,,
17821,"health, health, health, health",4,health,health,health,health,,
17822,"frontpage, business, business, business",4,frontpage,business,business,business,,
17823,"on-air, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",73,on-air,opinion,opinion,opinion,opinion,opinion
17824,"frontpage, news, news",3,frontpage,news,news,,,
17825,"news, misc, misc, misc",4,news,misc,misc,misc,,
17826,"local, local, local, misc, local, local",6,local,local,local,misc,local,local
17827,"tech, tech",2,tech,tech,,,,
17828,"sports, frontpage, sports, sports, sports, sports, sports, sports, sports",9,sports,frontpage,sports,sports,sports,sports
17829,"health, health, health",3,health,health,health,,,
17830,"tech, tech",2,tech,tech,,,,
17831,"summary, bbs, bbs, bbs, bbs, bbs",6,summary,bbs,bbs,bbs,bbs,bbs
17832,"on-air, travel, on-air, travel, on-air, on-air, travel",7,on-air,travel,on-air,travel,on-air,on-air
17833,"health, health, frontpage",3,health,health,frontpage,,,
17834,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
17835,"frontpage, news, local",3,frontpage,news,local,,,
17836,"summary, summary, summary",3,summary,summary,summary,,,
17837,"frontpage, bbs, frontpage",3,frontpage,bbs,frontpage,,,
17838,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
17839,"tech, frontpage, frontpage",3,tech,frontpage,frontpage,,,
17840,"frontpage, business, frontpage, sports, sports, sports, sports, sports, frontpage, frontpage, bbs, bbs",21,frontpage,business,frontpage,sports,sports,sports
17841,"frontpage, tech, tech",3,frontpage,tech,tech,,,
17842,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",11,sports,sports,sports,sports,sports,sports
17843,"frontpage, frontpage, on-air, on-air, on-air, on-air, on-air, on-air, on-air, frontpage",10,frontpage,frontpage,on-air,on-air,on-air,on-air
17844,"on-air, frontpage, on-air, frontpage",4,on-air,frontpage,on-air,frontpage,,
17845,"on-air, on-air, travel, on-air",4,on-air,on-air,travel,on-air,,
17846,"on-air, misc, misc, misc, on-air, local",6,on-air,misc,misc,misc,on-air,local
17847,"summary, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, summary, summary, bbs",13,summary,bbs,bbs,bbs,bbs,bbs
17848,"on-air, travel, on-air, on-air, travel, on-air",6,on-air,travel,on-air,on-air,travel,on-air
17849,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
17850,"frontpage, bbs, bbs, bbs, bbs",5,frontpage,bbs,bbs,bbs,bbs,
17851,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
17852,"tech, tech, tech, tech",4,tech,tech,tech,tech,,
17853,"health, misc, misc, misc, misc, health, weather, weather, weather, weather, weather, weather",13,health,misc,misc,misc,misc,health
17854,"weather, living, sports, news",4,weather,living,sports,news,,
17855,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
17856,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",16,weather,weather,weather,weather,weather,weather
17857,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
17858,"health, weather, weather, weather, weather, weather, living, living, living, living, news, news",22,health,weather,weather,weather,weather,weather
17859,"tech, tech",2,tech,tech,,,,
17860,"sports, sports, sports, sports, sports",5,sports,sports,sports,sports,sports,
17861,"living, living",2,living,living,,,,
17862,"health, summary, summary, summary, summary, health, health, health, health, health, health, opinion",17,health,summary,summary,summary,summary,health
17863,"frontpage, frontpage, business, business, business, frontpage, frontpage",7,frontpage,frontpage,business,business,business,frontpage
17864,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
17865,"frontpage, local, news, news, news, living, living, news, frontpage",9,frontpage,local,news,news,news,living
17866,"on-air, on-air",2,on-air,on-air,,,,
17867,"local, on-air, local, local",4,local,on-air,local,local,,
17868,"health, health, tech",3,health,health,tech,,,
17869,"business, news, news, news, news",5,business,news,news,news,news,
17870,"frontpage, tech",2,frontpage,tech,,,,
17871,"weather, on-air, travel, on-air",4,weather,on-air,travel,on-air,,
